Date,Close/Last,Volume,Open,High,Low
08/18/2025,4218.03,N/A,4322.94,4353.58,4218.03
08/17/2025,4311.15,N/A,4452.83,4480.05,4289.51
08/16/2025,4437.52,N/A,4638.61,4489.73,4413.83
08/15/2025,4437.38,N/A,4633.41,4489.73,4432.91
08/14/2025,4629.58,N/A,4775.42,4649.17,4539.71
08/13/2025,4766.44,N/A,4647.19,4776.40,4709.89
08/12/2025,4648.05,N/A,4286.46,4648.05,4566.19
08/11/2025,4285.15,N/A,4308.09,4309.26,4223.41
08/10/2025,4198.30,N/A,4279.12,4330.30,4163.41
08/09/2025,4241.88,N/A,4050.95,4330.30,4217.34
08/08/2025,4045.17,N/A,3939.32,4048.91,4007.19
08/07/2025,3928.50,N/A,3656.81,3965.42,3880.25
08/06/2025,3660.13,N/A,3583.70,3710.02,3649.75
08/05/2025,3585.49,N/A,3651.63,3613.88,3565.08
08/04/2025,3655.76,N/A,3556.65,3719.30,3648.56
08/03/2025,3555.90,N/A,3444.80,3571.61,3491.16
08/02/2025,3449.69,N/A,3527.88,3451.88,3358.01
08/01/2025,3520.10,N/A,3705.56,3531.87,3479.52
07/31/2025,3704.21,N/A,3861.73,3724.02,3621.71
07/30/2025,3865.66,N/A,3817.52,3865.66,3802.80
07/29/2025,3821.30,N/A,3791.98,3822.34,3756.55
07/28/2025,3780.96,N/A,3879.77,3819.21,3734.59
07/27/2025,3874.58,N/A,3774.08,3907.07,3843.20
07/26/2025,3743.60,N/A,3718.01,3779.69,3701.40
07/25/2025,3739.88,N/A,3597.47,3765.18,3701.40
07/24/2025,3590.82,N/A,3640.62,3704.72,3577.93
07/23/2025,3645.59,N/A,3728.15,3663.92,3613.46
07/22/2025,3735.25,N/A,3730.69,3763.49,3714.35
07/21/2025,3723.42,N/A,3757.12,3798.65,3701.48
07/20/2025,3751.57,N/A,3658.23,3765.82,3702.27
07/19/2025,3667.25,N/A,3592.39,3693.54,3579.26
07/18/2025,3583.18,N/A,3595.84,3598.07,3509.90
07/17/2025,3598.34,N/A,3330.74,3624.62,3462.09
07/16/2025,3135.92,N/A,2973.80,3149.25,3101.21
07/15/2025,3112.65,N/A,2951.78,3149.25,3103.44
07/14/2025,2953.41,N/A,3037.74,3023.00,2935.27
07/13/2025,3039.57,N/A,2954.93,3049.79,2963.41
07/12/2025,2956.08,N/A,2965.04,2959.88,2937.62
07/11/2025,2957.64,N/A,2951.20,3038.28,2916.36
07/10/2025,2971.35,N/A,2776.35,2974.55,2916.36
07/09/2025,2773.77,N/A,2591.58,2796.13,2755.98
07/08/2025,2593.17,N/A,2538.33,2625.09,2592.33
07/07/2025,2538.59,N/A,2577.39,2553.71,2524.00
07/06/2025,2578.39,N/A,2514.84,2589.45,2551.91
07/05/2025,2513.36,N/A,2518.26,2520.74,2509.80
07/04/2025,2518.82,N/A,2577.87,2524.93,2499.49
07/03/2025,2579.55,N/A,2561.20,2601.01,2571.85
07/02/2025,2562.14,N/A,2430.53,2584.42,2557.15
07/01/2025,2429.48,N/A,2485.09,2431.67,2381.67
06/30/2025,2485.58,N/A,2499.29,2499.93,2479.14
06/29/2025,2500.54,N/A,2427.81,2521.40,2495.60
06/28/2025,2428.41,N/A,2420.87,2442.14,2425.44
06/27/2025,2421.11,N/A,2446.50,2423.13,2406.29
06/26/2025,2447.58,N/A,2489.14,2448.23,2393.24
06/25/2025,2485.24,N/A,2444.37,2519.90,2417.85
06/24/2025,2449.43,N/A,2399.32,2467.23,2437.59
06/23/2025,2401.13,N/A,2233.80,2417.96,2390.40
06/22/2025,2234.44,N/A,2264.51,2258.76,2222.53
06/21/2025,2259.77,N/A,2425.64,2313.00,2249.68
06/20/2025,2427.82,N/A,2517.28,2431.33,2396.27
06/19/2025,2517.18,N/A,2525.37,2531.24,2513.24
06/18/2025,2520.25,N/A,2528.19,2546.31,2507.87
06/17/2025,2525.55,N/A,2611.26,2535.42,2506.34
06/16/2025,2605.16,N/A,2568.44,2616.83,2527.94
06/15/2025,2568.87,N/A,2530.64,2577.32,2517.01
06/14/2025,2531.58,N/A,2548.89,2540.72,2525.50
06/13/2025,2548.56,N/A,2516.90,2574.13,2548.49
06/12/2025,2505.82,N/A,2765.69,2639.50,2447.78
06/11/2025,2769.05,N/A,2790.80,2784.39,2746.65
06/10/2025,2760.98,N/A,2545.54,2794.06,2657.28
06/09/2025,2687.90,N/A,2496.44,2723.28,2676.59
06/08/2025,2516.33,N/A,2483.93,2525.28,2508.46
06/07/2025,2520.48,N/A,2491.52,2525.75,2457.03
06/06/2025,2491.44,N/A,2455.77,2492.88,2457.03
06/05/2025,2451.29,N/A,2624.74,2453.85,2385.68
06/04/2025,2627.57,N/A,2627.55,2630.23,2602.48
06/03/2025,2630.49,N/A,2603.50,2638.97,2583.93
06/02/2025,2603.93,N/A,2496.53,2649.45,2589.54
06/01/2025,2495.61,N/A,2513.27,2541.63,2486.86
05/31/2025,2519.88,N/A,2622.00,2539.58,2486.16
05/30/2025,2514.63,N/A,2630.76,2539.58,2486.16
05/29/2025,2632.92,N/A,2762.40,2644.92,2560.23
05/28/2025,2755.91,N/A,2645.28,2784.23,2671.54
05/27/2025,2648.11,N/A,2549.92,2660.69,2619.73
05/26/2025,2550.53,N/A,2559.65,2573.01,2512.16
05/25/2025,2562.67,N/A,2512.75,2574.13,2543.24
05/24/2025,2516.85,N/A,2549.24,2539.33,2478.68
05/23/2025,2545.96,N/A,2722.40,2555.75,2516.82
05/22/2025,2724.93,N/A,2629.38,2731.76,2646.30
05/21/2025,2640.24,N/A,2544.97,2644.00,2545.70
05/20/2025,2549.24,N/A,2553.52,2554.01,2511.29
05/19/2025,2550.45,N/A,2385.77,2587.21,2511.79
05/18/2025,2386.70,N/A,2477.14,2509.74,2380.43
05/17/2025,2478.09,N/A,2496.23,2487.14,2468.95
05/16/2025,2491.37,N/A,2581.79,2537.14,2453.54
05/15/2025,2579.24,N/A,2574.80,2582.40,2534.91
05/14/2025,2578.53,N/A,2646.76,2644.57,2568.31
05/13/2025,2639.78,N/A,2425.56,2719.25,2624.91
05/12/2025,2419.66,N/A,2519.27,2494.95,2418.44
05/11/2025,2517.43,N/A,2537.80,2546.57,2492.56
05/10/2025,2538.27,N/A,2340.16,2594.80,2514.91
05/09/2025,2340.72,N/A,2205.61,2375.97,2322.81
05/08/2025,2222.59,N/A,1900.72,2241.29,2185.92
05/07/2025,1885.56,N/A,1826.48,1897.36,1809.09
05/06/2025,1803.93,N/A,1826.67,1820.47,1793.18
05/05/2025,1807.10,N/A,1794.71,1820.47,1793.18
05/04/2025,1795.07,N/A,1831.93,1817.88,1783.66
05/03/2025,1825.27,N/A,1828.96,1842.99,1820.89
05/02/2025,1836.02,N/A,1847.77,1842.99,1826.66
05/01/2025,1848.98,N/A,1807.70,1850.89,1835.43
04/30/2025,1810.72,N/A,1808.42,1818.61,1792.54
04/29/2025,1805.23,N/A,1802.04,1812.28,1789.91
04/28/2025,1803.78,N/A,1784.50,1809.76,1788.55
04/27/2025,1782.72,N/A,1809.62,1792.07,1754.31
04/26/2025,1807.26,N/A,1797.55,1854.66,1804.67
04/25/2025,1797.27,N/A,1760.78,1815.45,1784.58
04/24/2025,1760.77,N/A,1768.51,1789.14,1739.39
04/23/2025,1770.47,N/A,1795.05,1802.47,1768.37
04/22/2025,1792.05,N/A,1579.45,1805.09,1745.53
04/21/2025,1578.70,N/A,1634.17,1593.72,1545.34
04/20/2025,1636.15,N/A,1611.81,1642.65,1586.43
04/19/2025,1610.45,N/A,1597.74,1618.94,1608.64
04/18/2025,1598.96,N/A,1584.17,1599.97,1585.19
04/17/2025,1582.55,N/A,1585.12,1588.84,1577.35
04/16/2025,1583.80,N/A,1591.32,1595.19,1575.30
04/15/2025,1589.78,N/A,1637.96,1604.06,1576.60
04/14/2025,1638.91,N/A,1629.63,1642.71,1615.50
04/13/2025,1629.15,N/A,1624.40,1659.68,1596.14
04/12/2025,1625.81,N/A,1554.12,1648.38,1607.62
04/11/2025,1556.99,N/A,1544.33,1569.61,1546.84
04/10/2025,1542.73,N/A,1615.73,1549.31,1507.56
04/09/2025,1610.92,N/A,1419.21,1669.39,1602.39
04/08/2025,1419.00,N/A,1584.81,1481.08,1388.12
04/07/2025,1580.38,N/A,1543.81,1618.47,1543.82
04/06/2025,1539.31,N/A,1809.48,1613.46,1525.03
04/05/2025,1807.08,N/A,1810.05,1816.30,1802.17
04/04/2025,1812.52,N/A,1792.46,1827.20,1809.50
04/03/2025,1792.36,N/A,1824.17,1822.79,1773.90
04/02/2025,1821.18,N/A,1876.35,1833.96,1790.12
04/01/2025,1877.97,N/A,1834.73,1907.98,1872.78
03/31/2025,1834.43,N/A,1797.86,1840.91,1818.07
03/30/2025,1797.58,N/A,1834.89,1822.55,1778.61
03/29/2025,1818.57,N/A,1896.69,1912.79,1801.47
03/28/2025,1903.32,N/A,2000.25,1912.79,1887.43
03/27/2025,1999.41,N/A,2031.17,2015.96,1992.61
03/26/2025,2030.16,N/A,2048.57,2036.74,2007.09
03/25/2025,2045.07,N/A,2044.16,2078.19,2043.05
03/24/2025,2046.31,N/A,2014.86,2094.94,2043.55
03/23/2025,2010.80,N/A,2007.88,2019.74,1978.62
03/22/2025,2007.26,N/A,1985.95,2008.13,1977.07
03/21/2025,1986.06,N/A,1978.43,1987.11,1965.45
03/20/2025,1979.54,N/A,2022.76,1996.73,1974.23
03/19/2025,2022.25,N/A,1938.37,2066.45,2021.04
03/18/2025,1937.18,N/A,1901.72,1948.83,1927.77
03/17/2025,1920.15,N/A,1901.83,1930.06,1920.15
03/16/2025,1909.39,N/A,1927.51,1915.36,1886.66
03/15/2025,1928.55,N/A,1920.43,1940.61,1916.77
03/14/2025,1920.64,N/A,1889.52,1923.21,1904.30
03/13/2025,1887.98,N/A,1886.89,1894.13,1861.63
03/12/2025,1889.03,N/A,1868.28,1916.35,1882.91
03/11/2025,1871.67,N/A,1849.97,1931.34,1871.67
03/10/2025,1857.72,N/A,2057.18,1890.15,1766.97
03/09/2025,2061.13,N/A,2186.60,2068.41,1998.42
03/08/2025,2186.72,N/A,2150.42,2211.54,2176.68
03/07/2025,2151.74,N/A,2155.39,2155.11,2107.01
03/06/2025,2156.25,N/A,2299.51,2224.65,2105.35
03/05/2025,2294.28,N/A,2172.40,2294.85,2235.35
03/04/2025,2172.15,N/A,2081.88,2192.51,2156.24
03/03/2025,2092.34,N/A,2450.37,2166.61,2006.84
03/02/2025,2452.10,N/A,2227.12,2511.58,2420.75
03/01/2025,2219.46,N/A,2297.38,2280.35,2144.69
02/28/2025,2267.34,N/A,2297.38,2280.35,2213.67
02/27/2025,2143.36,N/A,2338.20,2312.79,2102.18
02/26/2025,2314.35,N/A,2476.00,2368.39,2304.68
02/25/2025,2491.22,N/A,2497.43,2507.13,2472.58
02/24/2025,2499.62,N/A,2806.08,2529.40,2462.32
02/23/2025,2706.17,N/A,2771.50,2838.22,2695.62
02/22/2025,2761.71,N/A,2679.19,2775.69,2745.96
02/21/2025,2681.47,N/A,2736.03,2687.20,2654.73
02/20/2025,2750.13,N/A,2728.82,2753.13,2726.65
02/19/2025,2742.22,N/A,2716.16,2755.99,2711.09
02/18/2025,2678.00,N/A,2671.36,2697.85,2657.15
02/17/2025,2694.83,N/A,2662.64,2754.43,2693.06
02/16/2025,2664.01,N/A,2698.66,2682.15,2659.65
02/15/2025,2701.64,N/A,2725.08,2704.54,2687.76
02/14/2025,2720.57,N/A,2714.08,2738.17,2705.50
02/13/2025,2698.78,N/A,2743.35,2719.98,2665.51
02/12/2025,2724.14,N/A,2586.24,2756.21,2718.00
02/11/2025,2593.16,N/A,2678.94,2622.82,2575.83
02/10/2025,2693.01,N/A,2625.61,2721.18,2661.00
02/09/2025,2655.78,N/A,2621.02,2681.93,2627.15
02/08/2025,2644.56,N/A,2583.48,2666.86,2590.08
02/07/2025,2634.16,N/A,2721.83,2666.86,2616.40
02/06/2025,2718.16,N/A,2821.00,2739.42,2681.82
02/05/2025,2824.28,N/A,2728.46,2831.02,2755.73
02/04/2025,2730.95,N/A,2798.57,2760.96,2702.34
02/03/2025,2801.38,N/A,2452.90,2884.91,2792.76
02/02/2025,2466.66,N/A,3097.11,2869.77,2261.27
02/01/2025,3138.92,N/A,3316.93,3331.28,3136.54
01/31/2025,3301.14,N/A,3216.99,3331.28,3283.97
01/30/2025,3223.77,N/A,3196.48,3278.55,3221.57
01/29/2025,3195.29,N/A,3124.87,3212.67,3093.23
01/28/2025,3128.40,N/A,3212.18,3139.34,3077.78
01/27/2025,3213.83,N/A,3158.01,3222.96,3153.29
01/26/2025,3164.58,N/A,3351.83,3253.00,3156.65
01/25/2025,3353.36,N/A,3300.46,3359.15,3315.65
01/24/2025,3310.55,N/A,3338.67,3322.33,3272.14
01/23/2025,3331.95,N/A,3196.28,3346.37,3276.30
01/22/2025,3196.43,N/A,3331.69,3259.94,3189.50
01/21/2025,3325.53,N/A,3246.92,3365.53,3317.96
01/20/2025,3235.98,N/A,3273.03,3289.38,3204.77
01/19/2025,3275.71,N/A,3281.95,3297.51,3150.35
01/18/2025,3293.39,N/A,3366.97,3377.56,3285.09
01/17/2025,3367.28,N/A,3370.85,3493.38,3353.99
01/16/2025,3366.22,N/A,3374.20,3394.56,3307.10
01/15/2025,3370.29,N/A,3228.18,3459.88,3348.53
01/14/2025,3226.82,N/A,3173.76,3250.99,3207.79
01/13/2025,3168.55,N/A,3240.80,3174.41,3127.34
01/12/2025,3241.63,N/A,3283.53,3337.90,3237.43
01/11/2025,3288.43,N/A,3239.23,3290.49,3274.98
01/10/2025,3234.73,N/A,3254.31,3270.05,3230.48
01/09/2025,3251.54,N/A,3341.27,3263.33,3215.22
01/08/2025,3330.65,N/A,3347.39,3356.69,3310.14
01/07/2025,3348.05,N/A,3675.86,3414.89,3344.88
01/06/2025,3676.46,N/A,3673.12,3700.71,3664.73
01/05/2025,3666.21,N/A,3643.65,3683.86,3611.01
01/04/2025,3643.81,N/A,3591.48,3672.41,3629.72
01/03/2025,3589.12,N/A,3458.07,3618.83,3583.03
01/02/2025,3458.72,N/A,3415.87,3474.99,3444.37
01/01/2025,3423.06,N/A,3340.96,3426.11,3355.49
12/31/2024,3346.34,N/A,3334.33,3368.52,3336.55
12/30/2024,3336.32,N/A,3391.57,3363.93,3317.39
12/29/2024,3399.12,N/A,3388.09,3436.83,3349.33
12/28/2024,3387.96,N/A,3344.61,3406.47,3377.05
12/27/2024,3347.76,N/A,3377.27,3350.35,3322.42
12/26/2024,3380.29,N/A,3442.03,3392.04,3318.66
12/25/2024,3445.18,N/A,3488.65,3512.77,3432.99
12/24/2024,3491.44,N/A,3397.71,3494.85,3459.76
12/23/2024,3404.44,N/A,3350.09,3424.19,3359.77
12/22/2024,3325.17,N/A,3356.14,3361.46,3220.10
12/21/2024,3319.29,N/A,3466.15,3374.07,3319.06
12/20/2024,3481.96,N/A,3415.08,3488.48,3449.01
12/19/2024,3412.88,N/A,3654.87,3462.91,3374.33
12/18/2024,3660.48,N/A,3840.78,3676.43,3544.22
12/17/2024,3823.18,N/A,4005.29,3902.30,3816.32
12/16/2024,4010.26,N/A,3953.88,4040.69,3944.94
12/15/2024,3950.80,N/A,3894.13,4022.92,3933.52
12/14/2024,3892.77,N/A,3915.05,3907.77,3857.23
12/13/2024,3914.51,N/A,3916.79,3943.06,3896.90
12/12/2024,3918.66,N/A,3905.91,3940.38,3853.92
12/11/2024,3896.64,N/A,3669.13,3945.85,3797.58
12/10/2024,3671.73,N/A,3709.38,3680.65,3564.79
12/09/2024,3698.17,N/A,3939.01,3778.81,3617.91
12/08/2024,3975.10,N/A,3987.86,4008.70,3959.05
12/07/2024,4000.48,N/A,4020.90,4023.96,3969.39
12/06/2024,3994.69,N/A,3901.36,4023.96,3975.03
12/05/2024,3902.28,N/A,3856.76,3912.96,3780.34
12/04/2024,3863.38,N/A,3669.39,3899.22,3767.70
12/03/2024,3666.60,N/A,3644.18,3707.11,3615.07
12/02/2024,3645.18,N/A,3691.96,3656.76,3611.60
12/01/2024,3684.20,N/A,3702.88,3756.70,3654.94
11/30/2024,3701.62,N/A,3649.65,3729.17,3660.98
11/29/2024,3645.53,N/A,3579.31,3667.07,3572.64
11/28/2024,3580.08,N/A,3604.29,3602.15,3552.62
11/27/2024,3603.30,N/A,3399.81,3661.40,3567.81
11/26/2024,3405.41,N/A,3418.91,3429.81,3303.79
11/25/2024,3427.38,N/A,3365.57,3460.40,3402.09
11/24/2024,3368.51,N/A,3414.16,3386.09,3301.68
11/23/2024,3408.67,N/A,3354.91,3448.58,3391.84
11/22/2024,3346.05,N/A,3388.99,3362.56,3316.84
11/21/2024,3398.58,N/A,3131.72,3424.47,3305.97
11/20/2024,3130.18,N/A,3097.83,3137.26,3034.44
11/19/2024,3096.43,N/A,3127.84,3122.27,3073.94
11/18/2024,3124.43,N/A,3100.69,3219.80,3124.28
11/17/2024,3098.83,N/A,3112.48,3122.11,3071.37
11/16/2024,3113.71,N/A,3132.71,3153.82,3037.49
11/15/2024,3132.24,N/A,3026.00,3162.35,3072.83
11/14/2024,3023.95,N/A,3233.80,3091.71,3018.22
11/13/2024,3232.51,N/A,3192.14,3234.28,3167.02
11/12/2024,3156.75,N/A,3328.15,3284.26,3156.75
11/11/2024,3343.29,N/A,3180.99,3374.07,3258.67
11/10/2024,3178.13,N/A,3178.85,3220.98,3169.78
11/09/2024,3076.11,N/A,2958.98,3092.14,2954.56
11/08/2024,2970.79,N/A,2902.20,2994.11,2954.56
11/07/2024,2905.87,N/A,2839.65,2951.26,2887.19
11/06/2024,2832.94,N/A,2591.20,2875.90,2700.01
11/05/2024,2590.98,N/A,2428.59,2624.58,2422.03
11/04/2024,2429.97,N/A,2472.70,2433.07,2380.80
11/03/2024,2473.46,N/A,2455.29,2490.21,2436.33
11/02/2024,2447.00,N/A,2511.89,2496.33,2423.58
11/01/2024,2510.64,N/A,2510.98,2523.41,2507.48
10/31/2024,2501.41,N/A,2662.04,2532.41,2471.45
10/30/2024,2659.77,N/A,2627.61,2668.39,2641.95
10/29/2024,2644.96,N/A,2612.83,2649.96,2600.61
10/28/2024,2608.35,N/A,2475.98,2631.08,2561.32
10/27/2024,2473.56,N/A,2473.06,2512.09,2473.03
10/26/2024,2475.56,N/A,2442.56,2483.09,2471.40
10/25/2024,2453.46,N/A,2520.24,2457.01,2430.77
10/24/2024,2524.05,N/A,2545.79,2537.84,2510.46
10/23/2024,2548.98,N/A,2616.01,2560.49,2510.75
10/22/2024,2624.24,N/A,2646.98,2625.51,2612.23
10/21/2024,2643.73,N/A,2733.84,2671.28,2618.76
10/20/2024,2732.09,N/A,2640.45,2766.10,2727.62
10/19/2024,2640.21,N/A,2646.15,2653.48,2635.82
10/18/2024,2647.19,N/A,2611.51,2662.63,2635.49
10/17/2024,2615.49,N/A,2640.79,2651.23,2596.72
10/16/2024,2641.97,N/A,2617.80,2644.03,2610.83
10/15/2024,2621.09,N/A,2611.90,2630.18,2589.72
10/14/2024,2612.77,N/A,2520.34,2637.37,2611.31
10/13/2024,2512.83,N/A,2457.80,2520.26,2444.63
10/12/2024,2458.45,N/A,2439.10,2484.13,2456.75
10/11/2024,2439.01,N/A,2410.71,2450.60,2434.39
10/10/2024,2412.51,N/A,2395.24,2416.77,2382.22
10/09/2024,2395.10,N/A,2447.19,2399.88,2367.44
10/08/2024,2446.70,N/A,2438.13,2472.03,2428.32
10/07/2024,2437.79,N/A,2495.12,2446.23,2422.73
10/06/2024,2493.62,N/A,2414.29,2511.32,2436.54
10/05/2024,2415.24,N/A,2399.23,2422.87,2407.13
10/04/2024,2400.48,N/A,2367.05,2427.34,2393.50
10/03/2024,2366.45,N/A,2399.18,2379.50,2339.97
10/02/2024,2394.46,N/A,2489.65,2397.94,2353.95
10/01/2024,2490.33,N/A,2629.81,2498.70,2443.76
09/30/2024,2631.09,N/A,2629.40,2633.05,2592.37
09/29/2024,2625.95,N/A,2675.06,2661.71,2603.73
09/28/2024,2669.25,N/A,2697.44,2682.04,2666.05
09/27/2024,2692.37,N/A,2639.03,2703.83,2688.44
09/26/2024,2638.37,N/A,2601.60,2642.61,2616.01
09/25/2024,2603.51,N/A,2646.61,2605.05,2560.48
09/24/2024,2643.48,N/A,2627.42,2672.17,2633.03
09/23/2024,2627.70,N/A,2676.71,2650.61,2610.44
09/22/2024,2679.01,N/A,2594.98,2684.09,2544.68
09/21/2024,2597.43,N/A,2544.80,2631.37,2589.08
09/20/2024,2548.62,N/A,2518.28,2585.62,2535.65
09/19/2024,2494.00,N/A,2404.12,2494.00,2438.98
09/18/2024,2404.85,N/A,2334.86,2411.07,2373.22
09/17/2024,2337.00,N/A,2284.19,2341.86,2312.77
09/16/2024,2284.50,N/A,2278.10,2298.63,2264.52
09/15/2024,2275.63,N/A,2420.10,2321.46,2254.52
09/14/2024,2420.20,N/A,2432.69,2428.91,2417.30
09/13/2024,2432.75,N/A,2356.09,2440.40,2422.89
09/12/2024,2360.04,N/A,2368.98,2364.54,2350.44
09/11/2024,2369.32,N/A,2347.70,2387.25,2339.89
09/10/2024,2345.52,N/A,2345.10,2388.40,2341.41
09/09/2024,2344.06,N/A,2307.41,2359.73,2335.77
09/08/2024,2306.01,N/A,2284.20,2317.32,2290.28
09/07/2024,2271.20,N/A,2169.57,2310.57,2222.93
09/06/2024,2238.05,N/A,2400.55,2242.42,2222.93
09/05/2024,2396.80,N/A,2446.16,2406.93,2358.33
09/04/2024,2407.27,N/A,2364.51,2465.66,2407.27
09/03/2024,2375.98,N/A,2528.80,2448.88,2317.85
09/02/2024,2517.61,N/A,2450.87,2551.94,2516.73
09/01/2024,2448.94,N/A,2488.74,2452.93,2425.66
